id_usuario,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,correo,telefono,direccion,fecha_registro,clave,rol,limite_prestamos
389,Edwin,Karen,Castro,González,edwin.castro@correo.edu.co,018003857928,"Cl. 147P # 2R-67 Este, 175159, Samaná, Caldas",2021-11-13,^^Uj^bg3CG,Estudiante,2
390,Lizeth,Fernando,Sánchez,Arenas,lizeth.sanchez@correo.edu.co,6069027864,"Cr. 60 # 46P-3 Este, 703806, San Juan de Betulia, Sucre",2025-04-19,tce7OUks1(,Externo,3
391,Andrea,Mauricio,Romero,Camacho,andrea.romero@correo.edu.co,(+57)3087207579,"Cl. 93 # 3-89 Sur, 194596, Silvia, Cauca",2021-01-08,_1ZL!KB(oD,Externo,2
392,Katerine,Carmen,Rodríguez,Mosquera,katerine.rodriguez@correo.edu.co,607 744 56 61,"Calle 6ª # 5-86 Sur, 703401, Galeras, Sucre",2022-01-12,&2LxNAiCK6,Externo,8
393,Julián,,Galindo,Osorio,julian.galindo@correo.edu.co,573014706165,"Av. carrera 28 # 46-12 Este, 232890, San Bernardo del Viento, Córdoba",2021-03-22,_lp$DH%Kq6,Bibliotecario,8
394,Paola,Alexander,Córdoba,Ordóñez,paola.cordoba@correo.edu.co,327 963 19 94,"Avenida carrera 183 # 8-9 Este, 661229, Santuario, Risaralda",2023-02-20,Rt7jOYys%J,Externo,3
395,Liliana,,Vélez,Rodríguez,liliana.velez@correo.edu.co,576066971547,"Cr. 114 # 3-9, Apto. 47, 051156, El Carmen de Viboral, Antioquia",2018-08-11,Z%m65Jk%8t,Bibliotecario,3
396,Maribel,Leidy,Castrillón,García,maribel.castrillon@correo.edu.co,301 915 18 13,"Cr. 28 # 4-59, 546449, Ábrego, Norte de Santander",2019-06-25,*cyYcKSW8P,Bibliotecario,2
397,Stiven,,Roa,Álvarez,stiven.roa@correo.edu.co,866 61 17,"Tr. 50 # 67-87, Etapa 3 apartamento 17, 155858, Turmequé, Boyacá",2019-01-23,%&%k0&BhK%,Estudiante,2
398,Lina,,Olaya,León,lina.olaya@correo.edu.co,318 325 19 90,"Av. calle 8ª # 97-60 Este, 139227, Montecristo, Bolívar",2022-09-07,%2hg7N6q&Q,Docente,5
399,Mariana,Yaneth,López,Paz,mariana.lopez@correo.edu.co,603 439 85 53,"Tr. 33 # 3-24 Este, Local 13, 737525, Armero, Tolima",2021-06-13,9krCLzOr$!,Estudiante,2
400,Paul,,Suárez,Delgado,paul.suarez@correo.edu.co,3107828625,"Cl. 105Q # 3-72, 502587, San Juan de Arama, Meta",2019-07-06,F$&21Nho3A,Estudiante,3
